Name,Nation,Club,Position,Age,Overall,Shooting,Passing,Dribbling,Defending,Finishing
Rubin Colwill,Wales,Cardiff City,CAM,21,65,63,62,65,41,63
Aloïs Confais,France,Havre AC,CDM,27,65,55,62,60,63,59
Kevin Conrad,Germany,SV Elversberg,CB,33,65,27,54,48,65,22
Enzo Cornelisse,Holland,Vitesse,CB,21,65,33,60,52,65,24
Diego Corozo,Ecuador,Aucas,RWB,32,65,40,56,71,58,32
Killian Corredor,France,Rodez AF,ST,22,65,65,56,63,24,66
Lasso Coulibaly,Ghana,Randers FC,RW,20,65,52,56,69,34,55
Soumaila Coulibaly,France,Royal Antwerp FC,CB,19,65,36,50,58,62,30
Valentin Crețu,Romania,FCSB,RB,34,65,31,48,53,60,26
Nicolás Crovetto,Chile,Club Magallanes,LB,37,65,51,63,58,60,46
Daniel Crowley,England,Notts County,CAM,26,65,60,67,63,45,58
Brahian Cuello,Argentina,Instituto,LM,26,65,64,61,68,31,63
Juan Manuel Cuesta,Colombia,Indep. Medellín,LM,21,65,62,56,74,37,66
Robbie Cundy,England,Barnsley,CB,26,65,26,40,42,65,22
Sessi D'Almeida,Benin,Pau FC,CM,27,65,55,60,65,61,54
Silva,Brazil,Yverdon Sport FC,CDM,28,65,47,60,59,62,38
Dai Weijun,China PR,Shanghai Shenhua,CM,24,65,65,65,72,46,65
Slavko Damjanović,Serbia,Bengaluru FC,CB,30,65,44,49,50,64,34
Donervon Daniels,Montserrat,Walsall,CB,29,65,28,45,48,64,22
Andrea Danzi,Italy,Cittadella,CM,24,65,47,66,64,60,40
Jason Davidson,Australia,KAS Eupen,LB,32,65,51,62,64,60,51
Curtis Davies,England,Cheltenham Town,CB,38,65,35,44,38,67,30
Joyskim Dawa,Cameroon,FCSB,CB,27,65,45,41,41,62,42
Brian De Keersmaecker,Belgium,Heracles Almelo,CDM,23,65,53,60,63,58,52
Kevin De La Hoz,Venezuela,Puerto Cabello,RB,25,65,38,50,41,65,36
Lucas Ventura,Brazil,Portimonense SC,CDM,25,65,46,57,54,64,37
Alessandro De Vitis,Italy,Pisa,CM,31,65,61,63,64,62,55
Gabriel Debeljuh,Croatia,Sepsi OSK,ST,27,65,62,46,59,25,65
Logan Delaurier-Chaubet,France,Quevilly Rouen,LW,21,65,61,69,70,29,64
Sacha Delaye,France,Montpellier,LM,21,65,52,63,70,54,54
Fisayo Dele-Bashiru,Nigeria,Hatayspor,CM,22,65,61,59,77,57,54
Fabio Delgado,Colombia,Santa Fe,LB,24,65,28,49,49,60,27
Delgado,Spain,Odisha FC,CB,33,65,36,51,43,66,25
Karamoko Dembélé,England,Blackpool,RW,20,65,59,58,69,16,56
Kristian Dennis,England,Tranmere Rovers,ST,33,65,65,52,60,38,65
Jérôme Deom,Belgium,KAS Eupen,CM,24,65,51,64,68,58,47
Abdoulaye Diaby,Mali,FC St. Gallen,CB,23,65,27,41,32,62,22
Yadaly Diaby,Guinea,SC Austria,LW,23,65,59,60,69,32,58
Ousmane Diakité,Mali,TSV Hartberg,CDM,23,65,57,61,62,61,48
Paul Digby,England,Cambridge Utd,CDM,28,65,52,59,56,62,51
Eren Dinkçi,Germany,Heidenheim,RM,21,65,66,58,64,28,67
Amidou Diop,Senegal,Aalesunds FK,CM,31,65,60,62,65,61,55
Viktor Djukanović,Montenegro,Hammarby IF,LW,19,65,62,55,66,23,64
Ivan Dolček,Croatia,Hajduk Split,LM,23,65,54,58,69,48,51
Maxime Dominguez,Switzerland,Gil Vicente,CAM,27,65,60,64,65,46,61
Lohann Doucet,France,Paris FC,CDM,21,65,37,57,52,61,32
Siriné Doucouré,France,FC Lorient,ST,21,65,62,48,61,25,67
Guéla Doué,Côte d'Ivoire,Stade Rennais FC,CB,20,65,32,47,55,65,23
Jake Doyle-Hayes,Republic of Ireland,Hibernian,CM,24,65,58,64,65,61,58
Lukáš Droppa,Czech Republic,FC Voluntari,CDM,34,65,56,59,58,62,50
Lance Duijvestijn,Holland,Almere City FC,CAM,24,65,61,62,69,40,59
Harrison Dunk,England,Cambridge Utd,LB,32,65,47,57,58,58,47
Jhon Durán,Colombia,Aston Villa,ST,19,65,65,48,66,25,69
Jimmy Durmaz,Sweden,AIK,CM,34,65,66,71,70,48,62
Tom Eaves,England,Rotherham Utd,ST,31,65,65,46,59,37,64
Michael Eberwein,Germany,B. Dortmund II,CAM,27,65,65,60,68,34,68
Samuel Edozie,England,Southampton,LW,20,65,56,56,74,28,57
Ryan Edwards,Australia,SD Amorebieta,CM,29,65,62,63,66,59,63
Mandela Egbo,England,Colchester,RB,26,65,40,58,65,58,41
Lilian Egloff,Germany,VfB Stuttgart,CAM,21,65,56,63,69,41,61
Kevin Ehlers,Germany,Dynamo Dresden,CB,22,65,29,50,42,66,22
Christoph Ehlich,Germany,SV Sandhausen,LWB,24,65,43,58,57,57,45
Daniel Eid,Norway,IFK Norrköping,RB,24,65,55,57,58,57,52
Mo Eisa,Sudan,MK Dons,ST,29,65,63,51,65,24,66
Pierre Ekwah,France,Sunderland,CDM,21,65,51,57,68,61,43
Oussama El Azzouzi,Holland,Bologna,CDM,22,65,44,59,67,61,38
Zakaria El Ouahdi,Morocco,KRC Genk,RW,21,65,53,62,74,28,58
Mikael Egill Ellertsson,Iceland,Venezia,CM,21,65,68,62,72,55,68
Xian Emmers,Belgium,FC Rapid 1923,CM,24,65,57,64,65,58,55
Keita Endo,Japan,Braunschweig,LW,25,65,54,64,68,46,58
Mario Engels,Germany,Heracles Almelo,ST,29,65,64,61,66,27,64
Lawrence Ennali,Germany,Górnik Zabrze,RM,21,65,59,54,70,28,62
Ziya Erdal,Turkey,Sivasspor,LB,35,65,51,57,60,65,42
Sebastian Eriksson,Sweden,IFK Göteborg,CDM,34,65,50,64,59,62,42
Victor Eriksson,Sweden,IFK Värnamo,CB,23,65,36,49,42,63,28
Ertuğrul Ersoy,Turkey,Gaziantep,CB,26,65,29,42,49,64,22
Julius Ertlthaler,Austria,WSG Tirol,LM,26,65,54,61,64,39,54
Julian Eseiza,Argentina,Godoy Cruz,LB,21,65,42,54,69,62,42
Samuel Essende,France,FC Vizela,ST,25,65,63,45,60,25,68
Jean Lambert Evan's,France,Pau FC,LWB,24,65,45,57,67,61,41
Saeid Ezatolahi,Iran,Vejle Boldklub,CDM,27,65,58,60,61,61,54
Wahid Faghir,Denmark,SV Elversberg,ST,20,65,66,47,63,27,67
David Fällman,Sweden,Aalesunds FK,CB,33,65,35,46,36,63,29
Akin Famewo,England,Sheffield Wed,CB,24,65,22,38,39,64,19
Sultan Farhan,Saudi Arabia,Al Ittihad,CDM,27,65,42,51,53,62,38
Priestley Farquharson,England,Walsall,CB,26,65,33,39,43,63,33
Neil Farrugia,Republic of Ireland,Shamrock Rovers,RWB,24,65,54,57,64,55,53
Betim Fazliji,Kosovo,FC St. Gallen,CB,24,65,41,52,55,63,36
Gino Fechner,Germany,Wehen Wiesbaden,CDM,26,65,40,55,51,64,37
Joel Felix,Denmark,Silkeborg IF,CB,25,65,41,49,50,66,38
Volnei Feltes,Brazil,Estoril Praia,CB,23,65,39,33,31,68,32
Alexis Fernández,Paraguay,Tacuary,RB,27,65,48,61,65,60,52
Nicolás Fernández,Chile,Audax Italiano,RB,24,65,40,56,63,58,40
Matías Ferreira,Uruguay,Delfín S.C.,CB,29,65,33,45,35,66,31
Julián Figueroa,Colombia,Dep. Táchira,CDM,30,65,49,59,61,62,55
Alexandr Filin,Ukraine,KAS Eupen,CB,28,65,34,48,59,65,34
Ethan Finlay,United States,Austin FC,RM,33,65,62,61,64,42,62
Kolbeinn Birgir Finnsson,Iceland,Lyngby BK,LWB,24,65,53,59,56,61,49
Lewis Fiorini,Scotland,Manchester City,CM,21,65,60,61,68,56,57
Tom Flanagan,Northern Ireland,Shrewsbury,CB,31,65,34,52,43,64,34
Leandro Fleitas,Argentina,UCV,RB,39,65,60,67,61,67,64
Marcin Flis,Poland,ŁKS Łódź,CB,29,65,31,52,47,64,33
Aldo Florenzi,Italy,Cosenza,CM,21,65,50,62,66,51,49
Eduard Florescu,Romania,FC Botoșani,CM,26,65,66,65,64,53,63
Malick Fofana,Belgium,KAA Gent,LM,18,65,56,59,75,25,57
Théo Fonseca,Portugal,FC Famalicão,ST,23,65,66,56,68,22,67
Anthony Fontana,United States,PEC Zwolle,CAM,23,65,63,62,68,46,62
Tiago Morais,Portugal,Boavista FC,ST,20,65,65,58,69,24,67
Marcus Fraser,Scotland,St. Mirren,CB,29,65,39,53,55,65,35
Emil Frederiksen,Denmark,Rosenborg BK,RW,23,65,60,62,68,41,60
Lewis Freestone,England,Cheltenham Town,CB,23,65,33,51,59,62,29
George Friend,England,Bristol Rovers,CB,35,65,55,60,62,66,53
Kianz Froese,Canada,Wehen Wiesbaden,CF,27,65,59,63,64,57,59
Anton Gaaei,Denmark,Ajax,RB,20,65,48,62,67,59,48
Joaquín García,Argentina,Vélez Sarsfield,RB,22,65,39,56,67,57,35
John García,Bolivia,The Strongest,LM,23,65,62,62,69,36,66
Jon García,Spain,Racing de Ferrol,CB,32,65,35,51,43,65,31
Naranjo,Spain,Jagiellonia,LM,29,65,68,62,62,31,67
Aleix Garrido,Spain,FC Barcelona,CM,19,65,57,62,68,51,60
Ben Garrity,England,Port Vale,CM,26,65,60,61,62,62,60
Jules Gaudin,France,Paris FC,LB,23,65,55,59,64,60,56
Mathias Gehrt,Denmark,Hvidovre IF,CAM,31,65,56,65,62,37,57
Jader,Brazil,Atl. Nacional,LM,20,65,64,62,70,36,67
Willem Geubbels,France,FC St. Gallen,ST,22,65,64,57,71,26,64
Liam Gibson,England,Harrogate Town,LB,26,65,35,55,59,62,30
Alex Gilbey,England,MK Dons,CM,28,65,59,61,62,61,54
Patrick Göbel,Germany,B. Dortmund II,RM,30,65,52,64,61,57,52
Wouter Goes,Holland,AZ,CB,19,65,31,49,53,67,28
Robert Gojani,Sweden,Kalmar FF,CM,30,65,46,65,65,50,39
Guilherme Garutti,Brazil,FC Petrolul,CB,29,65,46,44,28,63,45
Darwin Gómez,Venezuela,Metropolitanos,RW,31,65,57,58,70,31,57
James Gomez,Gambia,Sparta Praha,CB,21,65,35,48,51,63,28
Richet Gómez,Bolivia,Blooming,CDM,24,65,51,58,58,65,50
Johan Arath Gómez,United States,Braunschweig,CF,22,65,63,51,71,38,65
Maximiliano González,Argentina,Lanús,CDM,19,65,49,56,59,63,53
Jersson González,Colombia,Santa Fe,RM,22,65,58,59,62,51,60
Tomás González,Argentina,Unión,ST,20,65,66,55,68,31,67
Alfon,Spain,RC Celta,LM,24,65,64,59,69,32,67
Nono,Spain,Korona Kielce,LM,32,65,65,63,60,37,59
Jacobo,Spain,AD Alcorcón,LM,26,65,65,62,69,33,66
Conor Grant,England,Port Vale,LWB,28,65,60,62,61,60,58
Tayvon Gray,United States,New York City FC,RB,21,65,30,52,64,62,25
Pascal Gregor,Denmark,Lyngby BK,CB,29,65,39,54,54,64,28
Rostyn Griffiths,Australia,Mumbai City FC,CB,35,65,50,57,56,64,47
Jack Grimmer,Scotland,Wycombe,RB,29,65,53,54,62,62,50
Thomas Grøgaard,Norway,Strømsgodset IF,LWB,29,65,43,59,61,59,35
Tommy Grupe,Germany,VfB Lübeck,CB,31,65,44,40,45,64,40
Jan Grzesik,Poland,Radomiak Radom,RM,28,65,55,60,59,60,53
Mateusz Grzybek,Poland,Zagłębie Lubin,LB,27,65,46,60,62,58,55
Sveinn Aron Guðjohnsen,Iceland,IF Elfsborg,ST,25,65,64,47,63,33,68
Édgar Guerra,Colombia,Millonarios,RM,22,65,50,57,62,28,58
David Gugganig,Austria,WSG Tirol,CB,26,65,36,48,37,66,30
Tobias Gulliksen,Norway,FK Bodø/Glimt,LW,20,65,58,61,69,49,60
Niklas Gunnarsson,Norway,Yverdon Sport FC,CB,32,65,49,55,54,64,46
Julian Guttau,Germany,1860 München,LM,23,65,50,60,68,38,47
Samuel Guzmán,Bolivia,O. Petrolero,LM,22,65,56,61,62,56,55
Joseph-Claude Gyau,United States,Degerfors IF,LWB,31,65,57,55,65,55,55
Steffen Hagen,Norway,Odds BK,CB,37,65,35,51,32,67,31
Aapo Halme,Finland,HJK Helsinki,CB,25,65,21,45,54,63,16
Ilyes Hamache,France,Valenciennes FC,LM,20,65,63,56,67,18,66
Tom Hamer,England,Burton Albion,RWB,24,65,48,57,58,60,46
Ethan Hamilton,Scotland,Lincoln City,CM,24,65,64,63,65,60,59
Marek Hanousek,Czech Republic,Widzew Łódź,CDM,32,65,58,59,39,66,56
Sontje Hansen,Holland,N.E.C. Nijmegen,RW,21,65,63,57,69,28,63
Cameron Harper,United States,Red Bulls,RM,21,65,57,52,69,49,61
Denis Haruț,Romania,FCSB,CB,24,65,41,60,50,64,35
Stefan Haudum,Austria,Blau-Weiss Linz,CDM,28,65,53,60,59,63,48
Fredrik Haugen,Norway,Stabæk Fotball,CM,31,65,65,65,66,59,62
Sebastian Hausner,Denmark,IFK Göteborg,CB,23,65,35,50,55,63,32
Aaron Hayden,England,Wrexham AFC,CB,26,65,30,44,49,63,26
Ali Hazazi,Saudi Arabia,Ettifaq FC,CDM,29,65,44,62,69,61,43
Þórir Jóhann Helgason,Iceland,Braunschweig,CM,23,65,61,62,64,48,63
Emanuel Hernández,Uruguay,Sarmiento,CB,25,65,26,39,34,67,24
Manu Hernando,Spain,SD Amorebieta,CB,25,65,42,49,56,66,34
Rodrigo Herrera,Argentina,Barracas Central,CDM,23,65,50,60,56,63,49
Santiago Herrera,Venezuela,Monagas SC,ST,23,65,67,62,64,36,69
Borja Herrera,Spain,East Bengal,CAM,30,65,62,64,69,61,63
Lucas Hey,Denmark,FC Nordsjælland,CB,20,65,41,55,58,65,35
Macario Hing-Glover,United States,Shanghai Shenhua,RB,28,65,38,53,61,63,33
Koki Hinokio,Japan,Stal Mielec,CAM,22,65,59,61,65,38,58
Patrick Hoban,Republic of Ireland,Dundalk,ST,32,65,66,57,58,38,67
Fraser Horsfall,England,Stockport,CB,26,65,33,43,32,64,29
Ben House,Scotland,Lincoln City,ST,24,65,65,48,59,45,67
Huang Zichang,China PR,Henan SSLM FC,RM,26,65,58,50,74,43,66
Dean Huiberts,Holland,PEC Zwolle,CAM,23,65,49,62,73,60,42
Marian Huja,Portugal,FC Petrolul,CB,24,65,38,45,42,64,30
Bashir Humphreys,England,Swansea City,CB,20,65,31,51,51,66,23
Paul Huntington,England,Carlisle United,CB,36,65,32,40,32,65,35
Paolo Hurtado,Peru,Cienciano,RM,33,65,61,66,68,43,58
Hwang Mun Ki,Korea Republic,Gangwon FC,CM,26,65,55,63,68,54,48
Alex Iacovitti,Scotland,Port Vale,CB,26,65,35,51,50,63,34
Gabriel Iancu,Romania,FC Hermannstadt,RW,29,65,66,66,62,32,64
Joaquín Ibáñez,Argentina,Colón,LM,27,65,57,59,66,42,57
Sebastien Ibeagha,United States,FC Dallas,CB,31,65,26,46,46,64,22
Dani Iglesias,Spain,FC Dinamo 1948,CM,28,65,62,62,65,58,59
Luc Ihorst,Germany,Braunschweig,ST,23,65,62,50,61,29,63
Alexandru Ișfan,Romania,Univ. Craiova,RM,23,65,62,60,67,34,62
Masatoshi Ishida,Japan,Daejeon Citizen,CM,28,65,65,62,66,43,64
David Jablonský,Czech Republic,Cracovia,CB,32,65,36,45,46,65,31
Jarosław Jach,Poland,Zagłębie Lubin,CB,29,65,45,51,52,62,40
Tomás Jacob,Argentina,Newell's,RB,19,65,35,53,61,61,34
Bjarke Jacobsen,Denmark,Wehen Wiesbaden,CDM,30,65,54,58,61,63,52
Lukas Jäger,Austria,SCR Altach,CDM,29,65,45,58,59,64,42
Kilian Jakob,Germany,FC Erzgebirge Aue,LB,25,65,40,57,60,57,33
Caspar Jander,Germany,MSV Duisburg,CM,20,65,47,64,69,61,46
Florian Jaritz,Austria,Austria Klagenfurt,LM,25,65,58,62,65,58,59
Dennis Jastrzembski,Germany,Düsseldorf,LM,23,65,57,61,63,35,56
Carl Jenkinson,England,Newcastle Jets,CB,31,65,52,60,61,64,50
Magnus R. Jensen,Denmark,Lyngby BK,CB,26,65,50,46,50,62,56
Richard Jensen,Finland,Aberdeen,CB,27,65,43,53,61,65,38
Alexander Jensen,Denmark,Brommapojkarna,RWB,22,65,58,61,60,60,58
Jeong Dong Ho,Korea Republic,Suwon FC,LB,33,65,27,56,63,61,21
Diego Johannesson,Iceland,Albacete BP,RB,30,65,44,58,56,59,41
Sondre Solholm Johansen,Norway,Odds BK,CB,28,65,31,37,41,64,30
Andreas Johansson,Sweden,Halmstads BK,CB,41,65,49,58,52,65,42
Gethin Jones,Wales,Bolton,CB,27,65,46,56,62,63,42
Antonio Jonjić,Germany,Wehen Wiesbaden,ST,24,65,62,57,71,31,65
Lenny Joseph,France,Grenoble Foot 38,ST,22,65,67,53,61,22,68
Jung Ho Yeon,Korea Republic,GwangJu FC,CM,23,65,46,58,65,60,43
Jan Jurčec,Croatia,SCR Altach,RWB,22,65,55,61,73,57,59
Roko Jureškin,Croatia,Pisa,LB,23,65,51,60,68,56,48
Guimer Justiniano,Bolivia,Blooming,CB,34,65,32,46,23,68,30
Musa Juwara,Gambia,Vejle Boldklub,RM,21,65,62,54,70,28,66
Julius Kade,Germany,Wehen Wiesbaden,CM,24,65,50,64,67,62,54
Rami Kaib,Tunisia,Djurgårdens IF,LB,26,65,46,63,63,58,41
Burak Kapacak,Turkey,Sivasspor,RM,23,65,57,60,71,50,57
Juan Cruz Kaprof,Argentina,Sarmiento,ST,28,65,63,59,65,32,63
Aytaç Kara,Turkey,Kasımpaşa,CDM,30,65,67,63,59,63,59
Lars Kehl,Germany,VfL Osnabrück,RW,21,65,62,61,67,39,66
Aboubakar Keita,Côte d'Ivoire,AIK,CDM,25,65,48,57,63,62,37
Sean Kelly,Scotland,Livingston,CDM,29,65,45,63,58,63,40
Kevin Kelsy,Venezuela,Shakhtar Donetsk,ST,19,65,64,47,58,28,67
William Kenndal,Sweden,IFK Värnamo,CDM,27,65,45,62,61,60,39
Richard Keogh,Republic of Ireland,Wycombe,CB,37,65,31,56,52,65,28
Sam Kersten,Holland,PEC Zwolle,CB,25,65,44,49,42,64,38
Kaine Kesler-Hayden,England,Plymouth Argyle,RWB,20,65,48,58,63,59,55
Igor Kharatin,Ukraine,Legia Warszawa,CDM,28,65,60,58,61,63,61
Jakub Kiełb,Poland,Warta Poznań,LWB,30,65,45,57,59,58,35
Niko Kijewski,Germany,Braunschweig,LWB,27,65,38,59,62,62,30
Gavin Kilkenny,Republic of Ireland,AFC Bournemouth,CDM,23,65,53,64,63,60,50
Kim Jong Woo,Korea Republic,Pohang Steelers,CM,30,65,60,65,64,55,57
Kim Min Duk,Korea Republic,Daejeon Citizen,CB,27,65,29,38,38,66,28
Kim Hyun,Korea Republic,Suwon FC,ST,30,65,65,51,56,27,68
Kim Jin Ho,Korea Republic,Gangwon FC,RWB,23,65,49,47,68,58,47
Étienne Kinkoué,France,Havre AC,CB,21,65,31,48,36,61,29
Kristian Kirkegaard,Denmark,Vejle Boldklub,LM,26,65,61,61,64,35,60
Pål Alexander Kirkevold,Norway,HamKam Fotball,ST,32,65,65,62,62,33,64
Ryan Kitto,Australia,Adelaide United,LB,29,65,54,58,62,57,56
Arda Kızıldağ,Turkey,Gaziantep,CB,24,65,37,48,56,68,34
Florian Kleinhansl,Germany,VfL Osnabrück,LB,23,65,39,62,68,54,35
Thibault Klidje,Togo,FC Luzern,ST,22,65,63,56,68,26,63
Tobias Klysner,Denmark,Aalesunds FK,RM,22,65,56,57,66,49,55
Josh Knight,England,Peterborough,CB,26,65,52,51,56,65,52
Jonas Knudsen,Denmark,Malmö FF,LB,31,65,45,60,57,65,25
Magnus Knudsen,Norway,AGF,CM,22,65,56,63,65,61,58
Erling Knudtzon,Norway,Molde FK,RWB,34,65,58,58,61,57,56
Koffi,Côte d'Ivoire,SV Elversberg,ST,37,65,62,52,66,36,68
Martin Konczkowski,Poland,Śląsk Wrocław,RB,30,65,40,62,58,58,40
Morten Ågnes Konradsen,Norway,FK Bodø/Glimt,CM,27,65,58,62,64,62,56
David Kopacz,Poland,FC Ingolstadt 04,RM,24,65,58,61,67,39,54
Michał Kopczyński,Poland,Warta Poznań,CM,31,65,54,61,59,62,55
Pascal Köpke,Germany,MSV Duisburg,ST,28,65,65,58,64,30,65
Nebojša Kosović,Montenegro,Meizhou Hakka,CDM,28,65,63,69,69,63,60
Soichiro Kozuki,Japan,FC Schalke 04,RW,22,65,52,62,74,43,55
Connor Krempicki,Germany,1. FC Magdeburg,CM,29,65,64,62,66,59,67
Martin Kreuzriegler,Austria,Vålerenga Fotball,CB,29,65,33,46,44,65,36
Kamil Kruk,Poland,Zagłębie Lubin,CB,23,65,43,43,33,65,48
Kevin Martin Krygård,Norway,FK Haugesund,CDM,23,65,54,60,61,63,54
Dawid Kurminowski,Poland,Zagłębie Lubin,ST,24,65,62,47,60,25,65
Owusu Kwabena,Ghana,Ferencvárosi TC,ST,26,65,64,55,62,26,72
Brighton Labeau,France,Lausanne-Sport,ST,27,65,64,52,65,22,66
Carlos Labrín,Chile,Audax Italiano,CB,32,65,32,38,38,65,22
Patrik Karlsson Lagemyr,Sweden,IK Sirius,CAM,26,65,57,63,69,32,63
Sami Lahssaini,Belgium,FC Metz,CM,25,65,58,62,68,63,51
Niklas Lang,Germany,1860 München,CB,21,65,22,40,39,66,18
Javi Lara,Spain,AD Alcorcón,LM,37,65,68,73,66,55,65
Gorka Larrucea,Spain,FC Dinamo 1948,CDM,30,65,54,62,59,62,52
Ariel Lassiter,Costa Rica,CF Montréal,LM,29,65,63,57,66,38,62
Aleks Ławniczak,Poland,Zagłębie Lubin,CB,24,65,27,41,28,63,26
Marko Lazetić,Serbia,Fortuna Sittard,ST,19,65,65,53,63,34,67
Miles Leaburn,England,Charlton Ath,ST,19,65,63,48,62,26,65
Migue Leal,Spain,FC Andorra,RB,26,65,45,60,60,62,36
Adrien Lebeau,France,Stade Brestois 29,CAM,24,65,57,63,69,47,57
Lee Min Gi,Korea Republic,GwangJu FC,LB,30,65,35,55,61,58,29
Lee Yong,Korea Republic,Suwon FC,RB,36,65,52,64,57,63,47
Elliot Lee,England,Wrexham AFC,CAM,28,65,63,63,66,57,63
Lee Jin Yong,Korea Republic,Daegu FC,CM,22,65,48,61,63,63,41
Nahuel Leiva,Spain,Śląsk Wrocław,CM,26,65,66,66,67,48,63
Félix Lemaréchal,France,Cercle Brugge,CM,20,65,54,64,66,60,50
Pierre Lemonnier,France,En Avant Guingamp,CB,30,65,28,41,47,65,25
Maicol León,Chile,Palestino,CM,20,65,56,59,67,59,52
Marc Leonard,Scotland,Northampton,CM,21,65,51,60,62,61,47
Jakob Lewald,Germany,Dynamo Dresden,CB,24,65,31,41,47,65,33
Dean Lewington,England,MK Dons,CB,39,65,38,61,53,64,28
Clayton Lewis,New Zealand,Macarthur FC,CDM,26,65,59,67,65,58,56
Li Ke,China PR,Beijing Guoan,CM,30,65,61,63,61,63,59
Isac Lidberg,Sweden,FC Utrecht,ST,25,65,60,51,58,39,63
Victor Lind,Denmark,IFK Norrköping,RW,20,65,63,56,64,42,65
Jamie Lindsay,Scotland,Rotherham Utd,CM,27,65,60,63,65,63,59
Lucas Lingman,Finland,HJK Helsinki,CM,25,65,55,66,69,52,55
Allan Linguet,France,Valenciennes FC,RB,24,65,31,49,67,62,30
Liu Yiming,China PR,Wuhan 3 Towns,CB,28,65,26,47,35,63,18
Javi Llabrés,Spain,RCD Mallorca,LM,21,65,60,57,68,31,64
Enric Llansana,Holland,Go Ahead Eagles,CDM,22,65,44,62,63,63,39
Francesco Lo Celso,Argentina,Rosario Central,LM,23,65,56,67,64,56,51
Kristoffer Løkberg,Norway,Viking FK,CM,31,65,62,63,64,63,60
Lars Lokotsch,Germany,SC Verl,ST,27,65,63,50,60,36,64
Flabián Londoño,Colombia,Arsenal,ST,23,65,62,53,62,22,68
Sam Long,England,Oxford United,RB,28,65,45,57,59,61,44
Emmanuel Longelo,England,Birmingham City,LB,22,65,52,60,65,57,50
Sergio López,Argentina,Dep. Cuenca,RW,34,65,65,66,70,61,65
López-Pinto,Spain,Burgos CF,LM,22,65,62,59,70,28,63
Jeremias Lorch,Germany,Viktoria Köln,CDM,27,65,46,58,57,64,41
Marvin Loría,Costa Rica,Portland Timbers,RM,26,65,63,61,68,43,62
Samuel Loric,France,Quevilly Rouen,LB,23,65,33,52,62,63,34
Tom Lowery,England,Portsmouth,CM,25,65,56,62,66,58,53
Lü Wenjun,China PR,Shanghai Port,LW,34,65,59,61,63,44,58
Martin Luciano,Argentina,Godoy Cruz,LB,20,65,32,52,55,61,22
Oier Luengo,Spain,R. Oviedo,CB,25,65,32,51,54,65,27
Marco Lund,Denmark,IFK Norrköping,CB,27,65,36,50,60,65,23
Marius Lundemo,Norway,Lillestrøm SK,CM,29,65,58,65,66,57,56
Andy Lyons,Republic of Ireland,Blackpool,RB,23,65,57,58,59,61,60
Soungoutou Magassa,France,AS Monaco,CDM,20,65,48,62,59,64,48
Josh Magennis,Northern Ireland,Wigan Athletic,ST,33,65,64,55,59,43,64
Kyle Magennis,Scotland,Kilmarnock,CM,25,65,65,65,64,58,62
Paris Maghoma,England,Bolton,CDM,22,65,54,62,65,60,52
Gary Magnée,Belgium,KAS Eupen,CDM,23,65,52,61,66,61,52
Luca Magnino,Italy,Modena,CDM,26,65,53,61,60,62,48
Hicham Mahou,France,FC Lugano,LM,24,65,62,59,60,39,63
Mikkel Maigaard,Denmark,Sarpsborg 08,CM,28,65,60,65,64,54,58
Curtis Main,England,Bengaluru FC,ST,31,65,64,48,58,32,62
Tomasz Makowski,Poland,Zagłębie Lubin,CDM,24,65,55,58,59,60,55
Adilson Malanda,France,Charlotte FC,CB,21,65,32,40,48,65,28
Mariusz Malec,Poland,Pogoń Szczecin,CB,28,65,31,46,42,63,31
Yonas Malede,Israel,KV Mechelen,ST,23,65,64,58,72,20,65
Eros Mancuso,Argentina,Estudiantes,RB,24,65,35,59,68,60,30
Danny Mândroiu,Republic of Ireland,Lincoln City,RW,24,65,64,64,65,51,62
Mantilla,Spain,R. Racing Club,RB,23,65,26,56,46,62,24
Jhon Marchán,Venezuela,Metropolitanos,CAM,25,65,59,57,72,27,60
Paul Marie,France,SJ Earthquakes,RB,28,65,49,57,65,61,34
Miguel Luís,Portugal,Warta Poznań,CM,24,65,63,66,65,58,60
Manuel Marras,Italy,Cosenza,CAM,30,65,62,61,68,21,64
Ander Martín,Spain,Burgos CF,LM,22,65,62,61,70,50,66
David Martínez,Venezuela,Monagas SC,LW,17,65,62,56,77,26,71
Gabri Martínez,Spain,CD Mirandés,RM,20,65,60,60,66,30,64
Luca Martínez Dupuy,Mexico,Rosario Central,ST,22,65,65,50,64,25,68
Carlos Martínez,Spain,FC Goa,ST,37,65,67,47,59,19,70
Pietro Martino,Italy,Cosenza,LB,26,65,41,53,52,63,39
John Mary,Cameroon,Çaykur Rizespor,ST,30,65,63,55,62,21,65
Mascarenhas,Brazil,FCU 1948,LB,25,65,48,56,64,62,39
Igor Matanović,Germany,Karlsruher SC,ST,20,65,63,51,65,33,68
Jay Matete,England,Sunderland,CM,22,65,55,61,70,64,56
Patricio Matricardi,Argentina,FC Voluntari,CB,29,65,33,40,33,63,29
Tashreeq Matthews,South Africa,IK Sirius,LW,23,65,58,58,67,30,60
Alan Matturro,Uruguay,Genoa,CB,18,65,30,50,50,66,22
Chris Mavinga,Congo DR,LA Galaxy,CB,32,65,39,57,59,62,36
Adam May,England,Cambridge Utd,CDM,25,65,62,63,62,59,59
Dylan Mbayo,Belgium,KV Kortrijk,RM,21,65,61,56,73,29,64
Conor McCarthy,Republic of Ireland,Barnsley,CB,25,65,28,49,50,65,21
