Name,Club,Position,Overall,Shooting,Passing,Dribbling,Defending,Finishing
Thijmen Goppel,Wehen Wiesbaden,RM,67,57,61,63,50,58
Kenzo Goudmijn,AZ,CAM,67,56,66,72,56,55
Jordan Graham,Leyton Orient,RM,67,64,66,65,51,63
José Luis Granados,Puerto Cabello,LB,67,42,59,43,67,42
Jorge Grant,Hearts,CAM,67,64,69,66,57,66
Simon Graves,Palermo,CB,67,47,57,56,66,42
Lee Gregory,Sheffield Wed,ST,67,67,56,63,28,68
Patrick Greil,SK Rapid Wien,CAM,67,61,68,66,51,60
Leo Greiml,FC Schalke 04,CB,67,30,49,31,66,23
Mathias Greve,Brøndby IF,CM,67,61,67,66,53,60
Lukas Grgic,SK Rapid Wien,CDM,67,44,59,61,64,36
Magnus Retsius Grødem,Molde FK,CAM,67,63,64,68,45,65
Pape Habib Gueye,Aberdeen,ST,67,66,54,64,21,68
Makhtar Gueye,RWD Molenbeek,ST,67,68,55,59,30,65
Germán Guiffrey,Gimnasia,CB,67,36,50,48,68,31
Daouda Guindo,RB Salzburg,LB,67,37,55,73,60,32
Leon Guwara,FC Ingolstadt 04,LWB,67,39,57,67,62,34
Anders Hagelskjær,Molde FK,CB,67,48,61,56,67,47
Elias K. Hagen,Vålerenga Fotball,CM,67,55,67,66,61,56
Tibor Halilović,Dinamo Zagreb,CAM,67,60,66,67,62,60
Grant Hall,Rotherham Utd,CB,67,39,47,32,67,37
Pierre-Yves Hamel,Paris FC,ST,67,68,57,64,28,70
Vito Hammershøy-Mistrati,IFK Norrköping,CAM,67,66,66,68,61,67
Saïd Hamulić,Vitesse,ST,67,65,59,67,28,66
Matěj Hanousek,MKE Ankaragücü,LWB,67,44,60,63,61,35
Wes Harding,Millwall,CB,67,40,54,59,66,33
Peter Haring,Hearts,CDM,67,54,63,61,66,58
Kento Hashimoto,SD Huesca,CM,67,61,62,61,65,60
Niklas Hauptmann,Dynamo Dresden,CM,67,55,68,72,56,54
Jonny Hayes,Aberdeen,LB,67,60,66,67,61,56
Bryan Henning,Viktoria Köln,CM,67,55,60,67,64,55
Nelson Hernández,Dep. Táchira,RB,67,55,64,68,61,60
Diego Armando Hernández,Dep. Pereira,CB,67,28,40,24,67,20
Hector Hevel,FC Cartagena,CM,67,68,63,74,51,72
George Hirst,Ipswich,ST,67,66,50,60,31,68
Ki-Jana Hoever,Stoke City,RB,67,45,63,65,62,34
Jonathan Hogg,Huddersfield,CDM,67,52,59,62,65,51
James Holland,FK Austria Wien,CDM,67,61,65,67,65,56
Tom Holmes,Reading,CB,67,25,56,54,67,20
Jordan Holsgrove,Estoril Praia,CM,67,54,69,66,54,52
Santiago Homenchenko,Peñarol,CM,67,61,64,61,62,59
Hong Jeong Un,Daegu FC,CB,67,38,57,48,66,22
Matthew Hoppe,SJ Earthquakes,ST,67,66,56,66,24,68
Sam Hoskins,Northampton,LM,67,64,60,64,48,65
Andi Hoti,1. FC Magdeburg,CB,67,27,46,47,68,24
Joseph Hungbo,1. FC Nürnberg,RW,67,62,61,69,33,62
James Husband,Blackpool,LB,67,49,58,64,67,46
Sam Hutchinson,Reading,CB,67,51,61,55,66,49
Alex Ibacache,Belgrano,LB,67,45,55,60,61,50
Pablo Ibáñez,CA Osasuna,CM,67,58,63,60,59,61
Adam Idah,Norwich,ST,67,67,44,64,23,67
Blendi Idrizi,FC Schalke 04,CAM,67,59,63,72,50,59
Jay Idzes,Venezia,CB,67,46,59,55,66,39
Gino Infantino,Fiorentina,RW,67,61,64,73,48,61
Roberto Inglese,Parma,ST,67,69,51,64,26,70
Rodrigo Insua,Barracas Central,LB,67,56,62,59,62,59
Alexandru Ioniță,FC Rapid 1923,LW,67,62,65,69,37,61
Dominic Iorfa,Sheffield Wed,CB,67,40,54,61,65,45
Tim Iroegbunam,Aston Villa,CDM,67,57,63,65,62,54
Galego,Gangwon FC,LW,67,65,63,72,48,63
Marko Ivezić,Holstein Kiel,CDM,67,39,56,53,68,33
Diego Moreira,OL,LM,67,58,56,73,31,60
Thore Jacobsen,SV Elversberg,CDM,67,55,64,66,63,54
Miguel Jacquet,Platense,CB,67,34,44,38,67,32
Laurent Jans,SV Waldhof,RB,67,49,63,62,64,39
Wolke Janssens,STVV,CB,67,64,59,63,68,63
Nicolas Janvier,Alanyaspor,CM,67,58,66,62,62,55
Renny Jaramillo,Delfín S.C.,CDM,67,58,61,66,64,55
Fredrik Oldrup Jensen,Vålerenga Fotball,CDM,67,51,60,56,64,46
Jeong Seung Won,Suwon Samsung,RWB,67,57,62,64,59,52
Ji Xiang,Shandong Taishan,RB,67,57,66,64,63,51
Jo Jin Woo,Daegu FC,CB,67,37,44,27,67,39
Ísak Bergmann Jóhannesson,Düsseldorf,CM,67,60,67,66,61,56
Carl Johansson,Holstein Kiel,CB,67,27,44,41,67,25
George Johnston,Bolton,CB,67,33,51,60,66,30
Paul Joly,AJ Auxerre,RB,67,31,55,51,68,32
Thomas Jones,Club Magallanes,RW,67,60,65,72,33,56
Cristóbal Jorquera,Club Magallanes,CAM,67,65,68,68,50,59
Daniel Eduardo Juárez,Unión,LM,67,68,61,66,40,70
Gideon Jung,Fürth,CB,67,41,59,59,67,40
Markus Kaasa,Molde FK,CM,67,61,64,68,58,64
Vladyslav Kabaev,Dynamo Kyiv,LM,67,53,63,64,29,59
Eric Kahl,AGF,LWB,67,52,61,61,61,52
Tobias Kainz,TSV Hartberg,CDM,67,58,65,62,64,53
Mattias Käit,FC Rapid 1923,CM,67,62,62,64,64,62
Osman Kakay,QPR,RB,67,26,48,64,65,24
Ola Kamara,BK Häcken,ST,67,66,59,60,33,63
Alhaji Kamara,Randers FC,ST,67,63,52,65,32,65
Dijon Kameri,RB Salzburg,CAM,67,66,63,72,38,61
Marco Kana,KV Kortrijk,CB,67,32,65,64,66,23
Ahmetcan Kaplan,Ajax,CB,67,30,42,40,67,25
Ali Karimi,Kayserispor,CM,67,60,64,68,64,60
Karrikaburu,D. Alavés,ST,67,67,50,65,26,70
Fabio Kaufmann,Braunschweig,RW,67,61,59,69,52,62
Naoufel Khacef,Gaziantep,LB,67,44,49,70,65,34
Facundo Kidd,River Plate,LB,67,48,55,52,66,46
David Kiki,Farul Constanța,LB,67,49,57,65,62,47
Kim Seung Dae,Pohang Steelers,RM,67,60,62,62,44,58
Kim Bo Sub,Incheon United,RW,67,62,57,70,44,61
Kim Joo Won,Suwon Samsung,CB,67,32,52,56,67,27
Andy King,Bristol City,CM,67,64,66,66,68,61
Liam Kitching,Coventry City,CB,67,32,45,43,65,35
Anders Klynge,Silkeborg IF,CM,67,55,64,65,61,53
Anthony Knockaert,Valenciennes FC,RM,67,65,67,69,47,60
Vladyslav Kochergin,Raków,CM,67,66,67,66,40,66
Giorgi Kochorashvili,Levante UD,CDM,67,65,65,68,64,64
Sven Köhler,Odense BK,CM,67,59,63,60,63,50
Aboubakary Koita,STVV,LWB,67,67,62,71,59,60
Karim Konaté,RB Salzburg,ST,67,67,52,71,39,69
Youssouf Koné,RWD Molenbeek,LB,67,46,60,66,64,42
Ismaël Koné,Watford,CM,67,58,61,70,58,55
Bartosz Kopacz,Zagłębie Lubin,CB,67,37,52,42,65,35
Eboue Kouassi,Arouca,CDM,67,46,58,58,65,42
Christos Kourfalidis,Feralpisalò,CM,67,58,67,70,59,53
Niklas Kreuzer,Hallescher FC,RB,67,59,65,65,58,56
Ruben Kristiansen,SK Brann,LB,67,47,58,59,63,44
Mirlind Kryeziu,FC Zürich,CB,67,36,48,42,65,31
Yuya Kubo,FC Cincinnati,CM,67,63,67,68,62,60
Christian Kühlwetter,Heidenheim,ST,67,66,61,68,34,64
Stjepan Kukuruzović,Lausanne-Sport,CM,67,66,73,60,54,58
Hasan Kuruçay,Braunschweig,CB,67,39,40,31,65,25
Nika Kvekveskiri,Lech Poznań,CDM,67,59,69,64,63,52
Antonino La Gumina,Sampdoria,ST,67,67,60,66,36,69
Andrea La Mantia,Feralpisalò,ST,67,66,41,64,29,70
Matías Laba,Barracas Central,CDM,67,50,61,61,63,40
Darryl Lachman,Perth Glory,CB,67,43,54,60,63,34
Léo Lacroix,FCU 1948,CB,67,42,56,52,65,35
Tomás Esteves,Pisa,RB,67,37,59,69,62,36
Mayckel Lahdo,AZ,RW,67,60,59,71,27,62
Ali Lajami,Al Nassr,CB,67,47,55,53,65,48
Łukasz Łakomy,BSC Young Boys,CDM,67,55,61,63,61,49
Thomas Lam,PEC Zwolle,CB,67,52,59,58,66,44
Anthony Landázuri,Independiente DV,CB,67,43,53,48,65,38
Hugo Larsson,Frankfurt,CM,67,56,60,66,60,47
Lasure,SD Amorebieta,LB,67,44,57,58,63,31
Lion Lauberbach,KV Mechelen,ST,67,64,59,68,39,66
Frederik Lauenborg,Randers FC,CM,67,54,65,64,66,51
Shayne Lavery,Blackpool,ST,67,68,52,67,24,71
Jordan Lawrence-Gabriel,Blackpool,RB,67,34,52,66,63,29
Richard Ledezma,New York City FC,CAM,67,59,66,72,47,61
Lee Soon Min,GwangJu FC,CM,67,48,63,64,63,44
Lee Gwang Hyeok,Suwon FC,RM,67,56,59,72,37,55
Lee Tae Suk,FC Seoul,LB,67,40,59,64,60,32
Tom Lees,Huddersfield,CB,67,36,55,59,66,36
Nicolás Leguizamón,Central Córdoba,ST,67,67,60,65,38,69
Aníbal Leguizamón,CS Emelec,CB,67,33,53,43,66,33
Mario Leitgeb,Wolfsberger AC,CDM,67,55,60,55,68,54
Li Shuai,Shanghai Port,LB,67,41,58,63,61,37
Nick Lima,Austin FC,RB,67,61,60,68,61,56
Gift Links,AGF,LWB,67,55,64,68,56,58
Jesper Löfgren,Brommapojkarna,CB,67,29,42,51,66,28
Felix Lohkemper,1. FC Nürnberg,ST,67,65,57,69,31,67
Jason Lokilo,Hull City,RW,67,63,60,72,28,64
Danijel Lončar,Pogoń Szczecin,CB,67,35,55,38,67,28
Noah Loosli,VfL Bochum,CB,67,44,47,52,66,45
Marc Lorenz,Preußen Münster,LM,67,56,69,63,48,48
Anderson Lucoqui,Hertha Berlin,LB,67,45,58,70,62,35
Karlo Lulić,Frosinone,CM,67,64,67,67,55,62
Valdemar Lund,F.C. København,CB,67,42,58,51,66,34
Ramon Pascal Lundqvist,Sarpsborg 08,CAM,67,67,68,69,57,63
Larrys Mabiala,Portland Timbers,CB,67,44,51,51,65,40
Angus MacDonald,Aberdeen,CB,67,26,47,50,69,22
Zinédine Machach,Melb. Victory,CAM,67,62,69,70,43,60
Leandro Maciel,Central Córdoba,CM,67,53,63,66,61,47
Abdullah Madu,Al Nassr,CB,67,25,45,29,67,22
Cassius Mailula,Toronto FC,CAM,67,60,62,70,31,70
Jordy Makengo,SC Freiburg,LB,67,27,58,57,66,26
Charalambos Makridis,VfL Osnabrück,LW,67,68,58,69,24,70
Nikola Maksimović,Hatayspor,CB,67,28,43,48,67,22
Julián Malatini,Defensa,RB,67,31,58,68,61,28
Felix Mambimbi,FC St. Gallen,LM,67,63,54,72,24,69
Harrinson Mancilla,Sarmiento,CDM,67,34,61,47,62,29
Alasana Manneh,Odense BK,CM,67,61,67,68,60,59
Filip Marchwiński,Lech Poznań,CAM,67,63,63,67,41,66
Ivan Marconi,Palermo,CB,67,44,46,42,66,45
Antonio Marin,Dinamo Zagreb,CAM,67,60,65,79,30,61
Marius Marin,Pisa,CM,67,57,67,64,64,53
Jovan Marković,Univ. Craiova,ST,67,65,52,71,31,66
Gonzalo Maroni,San Lorenzo,CAM,67,55,63,73,42,53
Alejandro Marqués,Estoril Praia,ST,67,67,47,68,36,73
Artur Jorge,Farense,CB,67,37,45,43,65,30
José Marrufo,Dep. Táchira,CB,67,24,56,47,67,21
Teto,CD Tenerife,RM,67,60,65,64,57,65
Ramón Martínez,Olimpia,CDM,67,56,57,59,66,55
Homer Martínez,Junior,CDM,67,38,53,40,69,29
José Marsà,FC Andorra,CB,67,30,50,58,66,25
Dominik Martinović,SV Elversberg,ST,67,67,53,68,21,67
Matheus Martins,Watford,RM,67,70,64,70,28,67
Benny Sousa,GD Chaves,RW,67,62,60,70,33,61
Jan Hendrik Marx,Braunschweig,RWB,67,46,55,62,56,42
Ephron Mason-Clark,Peterborough,LM,67,63,58,69,29,66
Julien Masson,Valenciennes FC,CDM,67,43,58,58,63,32
Mateusz Matras,Stal Mielec,CB,67,49,55,45,64,44
Yusuke Matsuo,KVC Westerlo,ST,67,66,61,74,54,69
Magnus Mattsson,N.E.C. Nijmegen,CAM,67,63,61,73,29,64
Danny Mayor,Fleetwood Town,LM,67,61,65,69,49,58
Loïc Mbe Soh,Almere City FC,CB,67,29,49,39,66,25
Nolan Mbemba,Havre AC,CM,67,60,65,67,63,57
Moustapha Mbow,Paris FC,CB,67,36,42,52,67,36
Ryan McGowan,St. Johnstone,CB,67,48,57,56,65,44
Zac McGraw,Portland Timbers,CB,67,41,57,50,66,45
Tom McIntyre,Reading,CB,67,37,58,64,66,38
Agus Medina,Albacete BP,CDM,67,63,65,61,65,60
Anis Mehmeti,Bristol City,LW,67,61,60,73,54,66
Matteo Meisl,FK Austria Wien,CB,67,29,47,46,66,24
Filippo Melegoni,Reggiana,CM,67,54,68,67,60,49
Carlos Mendes Gomes,Bolton,LM,67,64,60,66,31,64
Joelson Fernandes,Hatayspor,RM,67,60,58,74,24,58
Mauro Méndez,Estudiantes,ST,67,65,62,65,34,64
Hamza Mendyl,OH Leuven,LB,67,44,57,65,61,36
Teden Mengi,Luton Town,CB,67,39,54,55,65,33
Francisco Mera,Dep. Cuenca,CM,67,64,63,68,62,64
Umut Meraş,Beşiktaş,LB,67,42,59,66,62,34
Levent Mercan,Karagümrük SK,LB,67,62,65,67,64,54
Connor Metcalfe,FC St. Pauli,RM,67,59,65,67,59,61
Senna Miangue,Cercle Brugge,LB,67,51,66,68,65,42
Alex Millán,R. Oviedo,ST,67,68,52,68,35,72
Arturo Mina,Palmaflor,CB,67,36,52,47,66,30
Ming Tian,Tianjin JMT FC,RB,67,35,56,61,61,30
Demetri Mitchell,Exeter City,LWB,67,61,63,66,57,60
Marco Modolo,Venezia,CB,67,46,50,40,66,42
Rafinha,Blooming,CAM,67,65,64,66,39,65
Andrés Montero,Puerto Cabello,RM,67,65,64,68,25,60
Manuel Monzeglio,Nacional,CAM,67,62,65,69,25,65
Elliott Moore,Oxford United,CB,67,30,45,38,66,26
Erik Morán,SD Amorebieta,CDM,67,50,64,61,65,40
Giotto Morandi,Grasshopper Club,ST,67,67,63,68,52,68
Diego Moreno,Indep. Medellín,CDM,67,64,60,61,62,60
Diego Moreno,CD Mirandés,RB,67,38,56,60,63,36
Stefano Moreyra,Colón,CDM,67,43,59,59,68,41
Luca Moro,Spezia,ST,67,66,45,66,23,71
Joe Morrell,Portsmouth,CM,67,47,67,68,59,40
Sean Morrison,Rotherham Utd,CB,67,28,40,43,67,22
Edwin Mosquera,Atlanta United,LM,67,56,61,67,17,55
Faris Pemi Moumbagna,FK Bodø/Glimt,ST,67,63,52,63,27,66
Owen Moxon,Carlisle United,CM,67,58,67,65,62,57
Matías Moya,Colo-Colo,LW,67,59,63,73,51,62
Rui Modesto,AIK,RM,67,57,60,64,55,60
Alexander Mühling,SV Sandhausen,CM,67,68,68,70,53,67
Robert Mühren,FC Volendam,ST,67,70,61,59,41,71
Tobias Müller,SC Paderborn 07,CB,67,31,49,52,66,28
Jake Mulraney,St. Pats,RW,67,61,60,69,47,60
Maurice Multhaup,Braunschweig,RW,67,58,62,70,53,61
Jorge Félix,Piast Gliwice,LM,67,64,65,66,29,65
Miki Muñoz,Burgos CF,CM,67,56,65,65,67,52
Juan Muñoz,Zagłębie Lubin,ST,67,69,54,67,21,69
Robert Murić,Konyaspor,RW,67,64,64,76,31,59
Yonatan Murillo,Binacional,CB,67,40,57,58,66,35
Jorge Murrugarra,Universitario,CDM,67,51,60,55,63,51
Ahmed Musa,Sivasspor,RM,67,64,61,72,30,62
Visar Musliu,SC Paderborn 07,CB,67,34,47,61,67,34
Ibrahim Mustapha,LASK,ST,67,64,59,68,40,65
Gerrit Nauber,Go Ahead Eagles,CB,67,35,43,40,68,33
Abdoulaye Ndiaye,ESTAC Troyes,CB,67,30,46,42,67,22
Mor Ndiaye,Estoril Praia,CDM,67,53,58,60,66,49
Dragoș Nedelcu,Farul Constanța,CDM,67,58,64,57,64,49
Cristian Neguț,FC Hermannstadt,RM,67,62,61,66,31,63
Curtis Nelson,Derby County,CB,67,36,49,53,65,38
Francisco Ramos,Radomiak Radom,CM,67,57,67,67,61,47
Pierre-Yves Ngawa,OH Leuven,CB,67,41,50,59,67,33
Siyabonga Ngezana,FCSB,CB,67,25,35,30,69,24
Julien Ngoy,Kasımpaşa,ST,67,65,53,70,25,66
Noel Niemann,VfL Osnabrück,RW,67,61,59,70,29,59
Juan Nieto,Deportes Tolima,CM,67,61,71,68,48,59
Jarosław Niezgoda,Portland Timbers,ST,67,67,52,66,34,68
Branislav Niňaj,Sepsi OSK,CB,67,28,51,37,66,22
Dan Nistor,FC Univ. Cluj,CAM,67,65,68,65,59,60
Justin Njinmah,SV Werder Bremen,ST,67,65,55,69,24,67
Ygor Nogueira,GD Chaves,CB,67,30,45,38,65,22
Jefferson,FC Petrolul,CM,67,56,64,69,60,47
Sam Nombe,Rotherham Utd,ST,67,66,54,66,31,68
Simen Bolkan Nordli,Randers FC,LM,67,62,66,66,49,60
Marius Noubissi,Valenciennes FC,ST,67,66,54,66,35,65
Joel Nouble,Livingston,LW,67,62,59,72,29,63
Emmanuel Ntim,SM Caen,CB,67,25,53,49,68,21
Cristian Núñez,Godoy Cruz,CDM,67,49,63,65,60,43
Ché Nunnely,sc Heerenveen,RM,67,55,56,70,25,58
Paudie O'Connor,Lincoln City,CB,67,25,40,44,65,22
Cas Odenthal,Como,CB,67,32,54,54,67,30
Sandi Ogrinec,WSG Tirol,CAM,67,58,64,70,46,58
Noah Ohio,Standard Liège,ST,67,66,50,66,25,67
Shinji Okazaki,STVV,CAM,67,67,66,68,50,66
Jonathan Okita,FC Zürich,ST,67,66,62,74,22,67
Olasagasti,Real Sociedad,CM,67,61,65,57,64,62
Roberto Alves,Radomiak Radom,CM,67,67,68,68,43,65
Yuri Ribeiro,Legia Warszawa,CB,67,51,66,61,67,46
Martin Olsson,Malmö FF,LB,67,61,65,64,65,55
Raul Opruț,KV Kortrijk,LB,67,36,55,60,61,21
Christian Ordoñez,Vélez Sarsfield,CDM,67,44,63,63,62,39
Gaetano Oristanio,Cagliari,CAM,67,63,65,71,41,64
Franco Orozco,Lanús,LM,67,63,61,73,30,67
Marcelo Ortíz,Atlético Tucumán,CB,67,25,53,54,65,20
Juanto Ortuño,CD Eldense,ST,67,67,56,68,22,67
Jordi Osei-Tutu,VfL Bochum,RM,67,60,59,70,59,58
Takuto Oshima,Cracovia,CM,67,53,67,68,55,52
Caner Osmanpaşa,Sivasspor,CB,67,32,50,44,69,25
Philip Otele,CFR 1907 Cluj,LM,67,56,58,71,27,59
David Otto,SV Sandhausen,ST,67,66,55,67,27,68
Amine Oudrhiri,Rio Ave FC,CM,67,47,69,71,59,40
Samuel Oum Gouet,Yverdon Sport FC,CDM,67,53,63,62,64,47
Elisha Owusu,AJ Auxerre,CDM,67,52,62,65,65,44
Godfried Ayesu Owusu Frimpong,Moreirense FC,LB,67,39,55,64,65,28
Braian Oyola,Delfín S.C.,RM,67,61,62,71,40,66
Şener Özbayraklı,Başakşehir,RB,67,56,63,66,63,45
Tobias Pachonik,Stabæk Fotball,RWB,67,47,58,61,62,42
Torge Paetow,SC Verl,CB,67,30,45,45,68,27
Simone Pafundi,Udinese,CAM,67,65,66,71,46,61
Matías Palacios,Al Ain FC,CAM,67,58,68,70,46,57
Jhon Alexander Palacios,Indep. Medellín,CB,67,21,45,28,67,16
Antonios Papadopoulos,Borussia Dortmund,CB,67,30,46,53,64,22
Giannis Papanikolaou,Raków,CM,67,56,63,67,63,56
Gaëtan Paquiez,Grenoble Foot 38,RB,67,45,59,60,63,34
Park Yong Woo,Al Ain FC,CDM,67,57,61,58,63,52
Troy Parrott,Excelsior,ST,67,64,61,71,44,64
Lóránd Pászka,Ferencvárosi TC,LB,67,40,61,55,59,36
Bjørn Paulsen,Odense BK,CB,67,58,54,53,66,56
Bartłomiej Pawłowski,Widzew Łódź,LM,67,65,63,66,28,65
Nicolás Paz,Unión,CB,67,39,54,54,65,34
Aleksa Pejić,SK Rapid Wien,CDM,67,45,56,62,66,43
Bryan Pelé,US Concarneau,RM,67,60,66,65,39,60
Matthew Pennington,Blackpool,CB,67,33,56,49,67,30
Adrian Nilsen Pereira,Rosenborg BK,LB,67,59,58,66,59,56
Elías Pereyra,Godoy Cruz,LB,67,32,54,63,63,29
Manuel Perez,Grenoble Foot 38,CDM,67,52,63,62,62,48
Mauro Perković,Dinamo Zagreb,CB,67,30,51,56,69,21
Adam Phillips,Barnsley,CM,67,63,67,65,60,61
Fabian Piasecki,Raków,ST,67,68,58,63,35,70
Juan de Dios Pintado,Defensor,RB,67,35,52,67,62,29
Bruno Paz,Konyaspor,CM,67,55,67,68,64,45
Mattie Pollock,Watford,CB,67,23,43,40,65,18
Pomares,R. Oviedo,LB,67,53,59,57,64,56
Mihai Popescu,Farul Constanța,CB,67,31,48,54,64,22
Boris Popovic,Cercle Brugge,CB,67,33,49,41,66,26
Segundo Portocarrero,Barcelona SC,LB,67,59,60,67,62,63
Virgiliu Postolachi,Grenoble Foot 38,ST,67,67,54,60,33,70
Marvin Potzmann,FK Austria Wien,RB,67,62,61,66,64,58
Beñat Prados,Athletic Club,CB,67,58,63,58,71,55
Ijiel Protti,Tigre,RM,67,62,60,70,24,65
Ruben Providence,TSV Hartberg,ST,67,64,56,78,29,66
Stephen Quemper,AC Ajaccio,LB,67,35,60,67,61,37
Leopold Querfeld,SK Rapid Wien,CB,67,40,47,43,65,22
Domingos Quina,Udinese,LM,67,66,65,71,44,65
Jhonny Quiñónez,Aucas,CDM,67,62,65,68,61,64
Sergio Quiroga,Sarmiento,CAM,67,57,68,69,51,56
Álvaro Quiroga,The Strongest,CM,67,57,70,65,58,55
Kasim Rabihic,Saarbrücken,CF,67,64,63,71,29,66
Bogdan Racovițan,Raków,CB,67,32,38,33,67,28
Josip Radošević,Brøndby IF,CDM,67,59,60,53,66,53
Hamza Rafia,Lecce,CAM,67,64,65,73,29,58
Baba Rahman,PAOK FC,LWB,67,53,62,65,64,48
Jukka Raitala,HJK Helsinki,CB,67,47,65,63,65,29
Eric Ramírez,Gimnasia,ST,67,66,60,64,28,66
Eric Ramírez,Atl. Nacional,ST,67,67,50,61,29,66
Dani Ramírez,ŁKS Łódź,CAM,67,64,67,68,36,63
Luís Martins,Whitecaps FC,LB,67,60,66,64,62,51
Mathias Rasmussen,R. Union St.-G.,CAM,67,61,66,67,62,60
Mathias Hebo Rasmussen,Cracovia,CM,67,61,67,64,57,59
Vadim Rață,FC Voluntari,CM,67,62,65,64,62,61
Nicola Rauti,Südtirol,ST,67,67,52,64,25,72
Raimundo Rebolledo,Ñublense,RB,67,26,54,64,63,23
Luciano Recalde,Dep. Cuenca,CB,67,29,42,43,69,22
Constantin Reiner,SCR Altach,CB,67,29,54,32,66,22
Cafú,Rotherham Utd,CDM,67,69,62,66,63,63
Giacomo Ricci,Bari,LB,67,34,55,59,65,31
Clemens Riedel,SV Darmstadt 98,CB,67,27,46,48,69,19
Florian Rieder,Wolfsberger AC,LM,67,53,63,66,49,51
Jonathan Ring,Jeju United,RW,67,61,65,69,47,60
Hansell Riojas,Cienciano,CB,67,33,50,49,66,35
Braian Rivero,Arsenal,CDM,67,43,62,63,63,36
Cristian Riveros,Libertad,CM,67,59,65,56,66,63
Blás Riveros,Talleres,LB,67,36,59,69,59,25
Calogero Rizzuto,Saarbrücken,LWB,67,52,60,65,58,44
Carlos Roca,The Strongest,LB,67,39,59,63,62,34
Valentín Rodríguez,Peñarol,LB,67,54,56,70,57,64
Luciano Rodríguez,Liverpool,RW,67,72,58,72,37,68
Kevin Rodríguez,R. Union St.-G.,ST,67,64,56,69,25,68
Alexis Rodríguez,Delfín S.C.,CAM,67,64,59,68,48,68
Tachi,CD Mirandés,CB,67,29,46,40,68,26
Jack Rodwell,Sydney FC,CB,67,64,63,65,65,60
Žan Rogelj,Sp. Charleroi,RM,67,51,61,66,58,51
Morgan Rogers,Middlesbrough,LM,67,64,60,74,40,64
Alex Roldan,Sounders FC,RB,67,56,64,66,60,56
Filippo Romagna,Reggiana,CB,67,32,49,51,70,23
Mahlon Romeo,Cardiff City,RB,67,47,60,63,62,47
Ángel Romero,Binacional,CDM,67,62,64,70,62,63
Iván Romero,Levante UD,ST,67,64,58,70,43,67
Romero,CD Tenerife,LM,67,57,60,68,34,60
Shaun Rooney,Fleetwood Town,RB,67,53,60,64,60,43
Daan Rots,FC Twente,RW,67,61,60,69,34,63
Matteo Rover,Südtirol,LM,67,66,59,71,40,65
Jimmy Roye,Stade Lavallois,CDM,67,64,64,64,63,63
Donat Rrudhani,BSC Young Boys,RM,67,64,63,68,37,65
Rubio Rubin,Real Salt Lake,ST,67,65,61,68,28,65
Espen Ruud,Odds BK,RWB,67,64,70,62,63,58
Matěj Ryneš,Sparta Praha,LM,67,62,64,68,50,57
Jonathan Sabbatini,FC Lugano,CM,67,61,69,66,61,60
Emmanuel Sabbi,Havre AC,RW,67,61,56,68,38,60
Thomas Sabitzer,Wolfsberger AC,ST,67,64,60,70,27,68
Loret Sadiku,Hammarby IF,CDM,67,57,57,53,66,46
Ole Christian Sæter,Rosenborg BK,ST,67,67,51,61,29,67
Ibrahim Said,Viborg FF,RW,67,57,58,70,24,64
Rafiki Saïd,ESTAC Troyes,LW,67,63,57,75,24,67
Dylan Saint-Louis,FC Vizela,RW,67,64,61,72,31,62
Íñigo Sainz-Maza,R. Racing Club,CDM,67,36,58,68,64,29
Horacio Salaberry,River Plate,CB,67,33,38,33,72,27
Anass Salah-Eddine,Ajax,LB,67,35,62,67,62,27
Salinas,Elche CF,LWB,67,40,56,64,63,44
Benedikt Saller,Jahn Regensburg,RB,67,51,61,62,63,45
Emil Salomonsson,IFK Göteborg,RB,67,65,65,65,63,65
Jhon Sánchez,CS Emelec,RM,67,56,61,62,57,61
Felipe Sánchez,Gimnasia,CB,67,28,49,38,69,23
Isaías,Adelaide United,CDM,67,53,65,68,61,49
Sam Sanna,Stade Lavallois,CM,67,56,66,72,62,55
Iván Santillán,Cienciano,LB,67,59,65,66,62,55
Ivan Santini,FC Zürich,ST,67,71,53,57,40,68
Cristian Săpunaru,FC Rapid 1923,CB,67,62,64,56,66,58
Rodrigo Saravia,Gimnasia,CDM,67,49,61,49,64,41
Veysel Sarı,Antalyaspor,CB,67,52,55,46,67,40
Elvis Sarić,Qingdao Hainiu,CM,67,60,67,67,62,57
Jeremy Sarmiento,West Brom,RM,67,62,63,70,29,62
Darío Sarmiento,Manchester City,RW,67,62,61,76,39,63
Romaine Sawyers,Cardiff City,CM,67,60,67,65,58,59
Franco Sbuttoni,Sarmiento,CB,67,31,46,37,66,27
Aurélien Scheidler,FC Andorra,ST,67,68,51,64,31,69
Lukas Schleimer,1. FC Nürnberg,CAM,67,59,63,71,41,63
Dominik Schmid,FC Basel 1893,LB,67,53,68,63,58,40
Kenneth Schmidt,SC Freiburg,CB,67,26,49,44,67,22
Luca Schnellbacher,SV Elversberg,ST,67,65,50,64,38,70
Kevin Schumacher,Hansa Rostock,LM,67,62,59,71,29,60
Marco Schuster,SC Paderborn 07,CDM,67,53,59,63,63,47
Sebastian S. Sebulonsen,Brøndby IF,RB,67,60,59,63,58,61
Ayumu Seko,Grasshopper Club,CB,67,36,52,49,68,30
Boris Sekulić,Górnik Zabrze,RB,67,32,60,60,64,29
Seo Min Woo,Gangwon FC,CM,67,51,60,60,65,46
