Name,Nation,Position,Overall
Oliver Bozanic,Australia,CAM,65
Jayden Braaf,Holland,CF,65
Bilal Brahimi,France,CM,65
Frederik Brandhof,Denmark,CM,65
Zachary Brault-Guillard,Canada,RM,65
Marius Briceag,Romania,LB,65
Ethan Bristow,England,LB,65
Lucas Brochero,Argentina,RM,65
Brandt Bronico,United States,CDM,65
Marcus Browne,England,LW,65
Lucas Buades,France,RWB,65
Jesús Bueno,Venezuela,CDM,65
Teal Bunbury,United States,ST,65
Lars Bünning,Germany,CB,65
Tyler Burey,England,ST,65
Harrison Burrows,England,CAM,65
Marco Bustos,Canada,CAM,65
Matt Butcher,England,CM,65
Calum Butcher,England,CB,65
Alessio Buttaro,Italy,RB,65
Luis Cabral,Paraguay,CB,65
Kenji Cabrera,Peru,CM,65
Malcolm Cacutalua,Germany,CB,65
Josh Campbell,Scotland,CM,65
Diego Campos,Costa Rica,LW,65
Cihan Çanak,Belgium,CAM,65
Atakan Çankaya,Turkey,CB,65
Christian Cappis,United States,CM,65
Pablo Cárdenas,Chile,RB,65
Adam Carlén,Sweden,CDM,65
Jonas Carls,Germany,LB,65
José María Carrasco,Bolivia,CB,65
Giuseppe Carriero,Italy,CM,65
Martim Neto,Portugal,CM,65
Wanderson,Brazil,LB,65
Aljaž Casar,Slovenia,CM,65
Luc Castaignos,Holland,ST,65
Frank Castañeda,Colombia,CAM,65
Rodrigo Castillo,Argentina,ST,65
Santiago Castro,Argentina,ST,65
Javi Castro,Spain,CB,65
Cristian Cauz,Italy,LB,65
Sofyan Chader,France,RM,65
Maikel Chang,Cuba,RM,65
Pablo Chavarría,Argentina,ST,65
Yevgen Cheberko,Ukraine,CB,65
Michał Chrapek,Poland,CAM,65
Carney Chukwuemeka,England,CM,65
Mateusz Cichocki,Poland,CB,65
Andrei Ciobanu,Romania,CAM,65
Denis Ciobotariu,Romania,CB,65
Cătălin Cîrjan,Romania,CAM,65
Amadou Ciss,Senegal,LW,65
Giorgio Cittadini,Italy,CB,65
Sean Clare,England,RB,65
Mitch Clark,Wales,RWB,65
Denilho Cleonise,Holland,RM,65
Harry Clifton,Wales,RM,65
Josh Coburn,England,ST,65
Marco Collao,Chile,CM,65
Will Collar,England,CM,65
Archie Collins,England,CM,65
Rubin Colwill,Wales,CAM,65
Aloïs Confais,France,CDM,65
Kevin Conrad,Germany,CB,65
Enzo Cornelisse,Holland,CB,65
Diego Corozo,Ecuador,RWB,65
Killian Corredor,France,ST,65
Lasso Coulibaly,Ghana,RW,65
Soumaila Coulibaly,France,CB,65
Valentin Crețu,Romania,RB,65
Nicolás Crovetto,Chile,LB,65
Daniel Crowley,England,CAM,65
Brahian Cuello,Argentina,LM,65
Juan Manuel Cuesta,Colombia,LM,65
Robbie Cundy,England,CB,65
Sessi D'Almeida,Benin,CM,65
Silva,Brazil,CDM,65
Dai Weijun,China PR,CM,65
Slavko Damjanović,Serbia,CB,65
Donervon Daniels,Montserrat,CB,65
Andrea Danzi,Italy,CM,65
Jason Davidson,Australia,LB,65
Curtis Davies,England,CB,65
Joyskim Dawa,Cameroon,CB,65
Brian De Keersmaecker,Belgium,CDM,65
Kevin De La Hoz,Venezuela,RB,65
Lucas Ventura,Brazil,CDM,65
Alessandro De Vitis,Italy,CM,65
Gabriel Debeljuh,Croatia,ST,65
Logan Delaurier-Chaubet,France,LW,65
Sacha Delaye,France,LM,65
Fisayo Dele-Bashiru,Nigeria,CM,65
Fabio Delgado,Colombia,LB,65
Delgado,Spain,CB,65
Karamoko Dembélé,England,RW,65
Kristian Dennis,England,ST,65
Jérôme Deom,Belgium,CM,65
Abdoulaye Diaby,Mali,CB,65
Yadaly Diaby,Guinea,LW,65
Ousmane Diakité,Mali,CDM,65
Paul Digby,England,CDM,65
Eren Dinkçi,Germany,RM,65
Amidou Diop,Senegal,CM,65
Viktor Djukanović,Montenegro,LW,65
Ivan Dolček,Croatia,LM,65
Maxime Dominguez,Switzerland,CAM,65
Lohann Doucet,France,CDM,65
Siriné Doucouré,France,ST,65
Guéla Doué,Côte d'Ivoire,CB,65
Jake Doyle-Hayes,Republic of Ireland,CM,65
Lukáš Droppa,Czech Republic,CDM,65
Lance Duijvestijn,Holland,CAM,65
Harrison Dunk,England,LB,65
Jhon Durán,Colombia,ST,65
Jimmy Durmaz,Sweden,CM,65
Tom Eaves,England,ST,65
Michael Eberwein,Germany,CAM,65
Samuel Edozie,England,LW,65
Ryan Edwards,Australia,CM,65
Mandela Egbo,England,RB,65
Lilian Egloff,Germany,CAM,65
Kevin Ehlers,Germany,CB,65
Christoph Ehlich,Germany,LWB,65
Daniel Eid,Norway,RB,65
Mo Eisa,Sudan,ST,65
Pierre Ekwah,France,CDM,65
Oussama El Azzouzi,Holland,CDM,65
Zakaria El Ouahdi,Morocco,RW,65
Mikael Egill Ellertsson,Iceland,CM,65
Xian Emmers,Belgium,CM,65
Keita Endo,Japan,LW,65
Mario Engels,Germany,ST,65
Lawrence Ennali,Germany,RM,65
Ziya Erdal,Turkey,LB,65
Sebastian Eriksson,Sweden,CDM,65
Victor Eriksson,Sweden,CB,65
Ertuğrul Ersoy,Turkey,CB,65
Julius Ertlthaler,Austria,LM,65
Julian Eseiza,Argentina,LB,65
Samuel Essende,France,ST,65
Jean Lambert Evan's,France,LWB,65
Saeid Ezatolahi,Iran,CDM,65
Wahid Faghir,Denmark,ST,65
David Fällman,Sweden,CB,65
Akin Famewo,England,CB,65
Sultan Farhan,Saudi Arabia,CDM,65
Priestley Farquharson,England,CB,65
Neil Farrugia,Republic of Ireland,RWB,65
Betim Fazliji,Kosovo,CB,65
Gino Fechner,Germany,CDM,65
Joel Felix,Denmark,CB,65
Volnei Feltes,Brazil,CB,65
Alexis Fernández,Paraguay,RB,65
Nicolás Fernández,Chile,RB,65
Matías Ferreira,Uruguay,CB,65
Julián Figueroa,Colombia,CDM,65
Alexandr Filin,Ukraine,CB,65
Ethan Finlay,United States,RM,65
Kolbeinn Birgir Finnsson,Iceland,LWB,65
Lewis Fiorini,Scotland,CM,65
Tom Flanagan,Northern Ireland,CB,65
Leandro Fleitas,Argentina,RB,65
Marcin Flis,Poland,CB,65
Aldo Florenzi,Italy,CM,65
Eduard Florescu,Romania,CM,65
Malick Fofana,Belgium,LM,65
Théo Fonseca,Portugal,ST,65
Anthony Fontana,United States,CAM,65
Tiago Morais,Portugal,ST,65
Marcus Fraser,Scotland,CB,65
Emil Frederiksen,Denmark,RW,65
Lewis Freestone,England,CB,65
George Friend,England,CB,65
Kianz Froese,Canada,CF,65
Anton Gaaei,Denmark,RB,65
Joaquín García,Argentina,RB,65
John García,Bolivia,LM,65
Jon García,Spain,CB,65
Naranjo,Spain,LM,65
Aleix Garrido,Spain,CM,65
Ben Garrity,England,CM,65
Jules Gaudin,France,LB,65
Mathias Gehrt,Denmark,CAM,65
Jader,Brazil,LM,65
Willem Geubbels,France,ST,65
Liam Gibson,England,LB,65
Alex Gilbey,England,CM,65
Patrick Göbel,Germany,RM,65
Wouter Goes,Holland,CB,65
Robert Gojani,Sweden,CM,65
Guilherme Garutti,Brazil,CB,65
Darwin Gómez,Venezuela,RW,65
James Gomez,Gambia,CB,65
Richet Gómez,Bolivia,CDM,65
Johan Arath Gómez,United States,CF,65
Maximiliano González,Argentina,CDM,65
Jersson González,Colombia,RM,65
Tomás González,Argentina,ST,65
Alfon,Spain,LM,65
Nono,Spain,LM,65
Jacobo,Spain,LM,65
Conor Grant,England,LWB,65
Tayvon Gray,United States,RB,65
Pascal Gregor,Denmark,CB,65
Rostyn Griffiths,Australia,CB,65
Jack Grimmer,Scotland,RB,65
Thomas Grøgaard,Norway,LWB,65
Tommy Grupe,Germany,CB,65
Jan Grzesik,Poland,RM,65
Mateusz Grzybek,Poland,LB,65
Sveinn Aron Guðjohnsen,Iceland,ST,65
Édgar Guerra,Colombia,RM,65
David Gugganig,Austria,CB,65
Tobias Gulliksen,Norway,LW,65
Niklas Gunnarsson,Norway,CB,65
Julian Guttau,Germany,LM,65
Samuel Guzmán,Bolivia,LM,65
Joseph-Claude Gyau,United States,LWB,65
Steffen Hagen,Norway,CB,65
Aapo Halme,Finland,CB,65
Ilyes Hamache,France,LM,65
Tom Hamer,England,RWB,65
Ethan Hamilton,Scotland,CM,65
Marek Hanousek,Czech Republic,CDM,65
Sontje Hansen,Holland,RW,65
Cameron Harper,United States,RM,65
Denis Haruț,Romania,CB,65
Stefan Haudum,Austria,CDM,65
Fredrik Haugen,Norway,CM,65
Sebastian Hausner,Denmark,CB,65
Aaron Hayden,England,CB,65
Ali Hazazi,Saudi Arabia,CDM,65
Þórir Jóhann Helgason,Iceland,CM,65
Emanuel Hernández,Uruguay,CB,65
Manu Hernando,Spain,CB,65
Rodrigo Herrera,Argentina,CDM,65
Santiago Herrera,Venezuela,ST,65
Borja Herrera,Spain,CAM,65
Lucas Hey,Denmark,CB,65
Macario Hing-Glover,United States,RB,65
Koki Hinokio,Japan,CAM,65
Patrick Hoban,Republic of Ireland,ST,65
Fraser Horsfall,England,CB,65
Ben House,Scotland,ST,65
Huang Zichang,China PR,RM,65
Dean Huiberts,Holland,CAM,65
Marian Huja,Portugal,CB,65
Bashir Humphreys,England,CB,65
Paul Huntington,England,CB,65
Paolo Hurtado,Peru,RM,65
Hwang Mun Ki,Korea Republic,CM,65
Alex Iacovitti,Scotland,CB,65
Gabriel Iancu,Romania,RW,65
Joaquín Ibáñez,Argentina,LM,65
Sebastien Ibeagha,United States,CB,65
Dani Iglesias,Spain,CM,65
Luc Ihorst,Germany,ST,65
Alexandru Ișfan,Romania,RM,65
Masatoshi Ishida,Japan,CM,65
David Jablonský,Czech Republic,CB,65
Jarosław Jach,Poland,CB,65
Tomás Jacob,Argentina,RB,65
Bjarke Jacobsen,Denmark,CDM,65
Lukas Jäger,Austria,CDM,65
Kilian Jakob,Germany,LB,65
Caspar Jander,Germany,CM,65
Florian Jaritz,Austria,LM,65
Dennis Jastrzembski,Germany,LM,65
Carl Jenkinson,England,CB,65
Magnus R. Jensen,Denmark,CB,65
Richard Jensen,Finland,CB,65
Alexander Jensen,Denmark,RWB,65
Jeong Dong Ho,Korea Republic,LB,65
Diego Johannesson,Iceland,RB,65
Sondre Solholm Johansen,Norway,CB,65
Andreas Johansson,Sweden,CB,65
Gethin Jones,Wales,CB,65
Antonio Jonjić,Germany,ST,65
Lenny Joseph,France,ST,65
Jung Ho Yeon,Korea Republic,CM,65
Jan Jurčec,Croatia,RWB,65
Roko Jureškin,Croatia,LB,65
Guimer Justiniano,Bolivia,CB,65
Musa Juwara,Gambia,RM,65
Julius Kade,Germany,CM,65
Rami Kaib,Tunisia,LB,65
Burak Kapacak,Turkey,RM,65
Juan Cruz Kaprof,Argentina,ST,65
Aytaç Kara,Turkey,CDM,65
Lars Kehl,Germany,RW,65
Aboubakar Keita,Côte d'Ivoire,CDM,65
Sean Kelly,Scotland,CDM,65
Kevin Kelsy,Venezuela,ST,65
William Kenndal,Sweden,CDM,65
Richard Keogh,Republic of Ireland,CB,65
Sam Kersten,Holland,CB,65
Kaine Kesler-Hayden,England,RWB,65
Igor Kharatin,Ukraine,CDM,65
Jakub Kiełb,Poland,LWB,65
Niko Kijewski,Germany,LWB,65
Gavin Kilkenny,Republic of Ireland,CDM,65
Kim Jong Woo,Korea Republic,CM,65
Kim Min Duk,Korea Republic,CB,65
Kim Hyun,Korea Republic,ST,65
Kim Jin Ho,Korea Republic,RWB,65
Étienne Kinkoué,France,CB,65
Kristian Kirkegaard,Denmark,LM,65
Pål Alexander Kirkevold,Norway,ST,65
Ryan Kitto,Australia,LB,65
Arda Kızıldağ,Turkey,CB,65
Florian Kleinhansl,Germany,LB,65
Thibault Klidje,Togo,ST,65
Tobias Klysner,Denmark,RM,65
Josh Knight,England,CB,65
Jonas Knudsen,Denmark,LB,65
Magnus Knudsen,Norway,CM,65
Erling Knudtzon,Norway,RWB,65
Koffi,Côte d'Ivoire,ST,65
Martin Konczkowski,Poland,RB,65
Morten Ågnes Konradsen,Norway,CM,65
David Kopacz,Poland,RM,65
Michał Kopczyński,Poland,CM,65
Pascal Köpke,Germany,ST,65
Nebojša Kosović,Montenegro,CDM,65
Soichiro Kozuki,Japan,RW,65
Connor Krempicki,Germany,CM,65
Martin Kreuzriegler,Austria,CB,65
Kamil Kruk,Poland,CB,65
Kevin Martin Krygård,Norway,CDM,65
Dawid Kurminowski,Poland,ST,65
Owusu Kwabena,Ghana,ST,65
Brighton Labeau,France,ST,65
Carlos Labrín,Chile,CB,65
Patrik Karlsson Lagemyr,Sweden,CAM,65
Sami Lahssaini,Belgium,CM,65
Niklas Lang,Germany,CB,65
Javi Lara,Spain,LM,65
Gorka Larrucea,Spain,CDM,65
Ariel Lassiter,Costa Rica,LM,65
Aleks Ławniczak,Poland,CB,65
Marko Lazetić,Serbia,ST,65
Miles Leaburn,England,ST,65
Migue Leal,Spain,RB,65
Adrien Lebeau,France,CAM,65
Lee Min Gi,Korea Republic,LB,65
Lee Yong,Korea Republic,RB,65
Elliot Lee,England,CAM,65
Lee Jin Yong,Korea Republic,CM,65
Nahuel Leiva,Spain,CM,65
Félix Lemaréchal,France,CM,65
Pierre Lemonnier,France,CB,65
Maicol León,Chile,CM,65
Marc Leonard,Scotland,CM,65
Jakob Lewald,Germany,CB,65
Dean Lewington,England,CB,65
Clayton Lewis,New Zealand,CDM,65
Li Ke,China PR,CM,65
Isac Lidberg,Sweden,ST,65
Victor Lind,Denmark,RW,65
Jamie Lindsay,Scotland,CM,65
Lucas Lingman,Finland,CM,65
Allan Linguet,France,RB,65
Liu Yiming,China PR,CB,65
Javi Llabrés,Spain,LM,65
Enric Llansana,Holland,CDM,65
Francesco Lo Celso,Argentina,LM,65
Kristoffer Løkberg,Norway,CM,65
Lars Lokotsch,Germany,ST,65
Flabián Londoño,Colombia,ST,65
Sam Long,England,RB,65
Emmanuel Longelo,England,LB,65
Sergio López,Argentina,RW,65
López-Pinto,Spain,LM,65
Jeremias Lorch,Germany,CDM,65
Marvin Loría,Costa Rica,RM,65
Samuel Loric,France,LB,65
Tom Lowery,England,CM,65
Lü Wenjun,China PR,LW,65
Martin Luciano,Argentina,LB,65
Oier Luengo,Spain,CB,65
Marco Lund,Denmark,CB,65
Marius Lundemo,Norway,CM,65
Andy Lyons,Republic of Ireland,RB,65
Soungoutou Magassa,France,CDM,65
Josh Magennis,Northern Ireland,ST,65
Kyle Magennis,Scotland,CM,65
Paris Maghoma,England,CDM,65
Gary Magnée,Belgium,CDM,65
Luca Magnino,Italy,CDM,65
Hicham Mahou,France,LM,65
Mikkel Maigaard,Denmark,CM,65
Curtis Main,England,ST,65
Tomasz Makowski,Poland,CDM,65
Adilson Malanda,France,CB,65
Mariusz Malec,Poland,CB,65
Yonas Malede,Israel,ST,65
Eros Mancuso,Argentina,RB,65
Danny Mândroiu,Republic of Ireland,RW,65
Mantilla,Spain,RB,65
Jhon Marchán,Venezuela,CAM,65
Paul Marie,France,RB,65
Miguel Luís,Portugal,CM,65
Manuel Marras,Italy,CAM,65
Ander Martín,Spain,LM,65
David Martínez,Venezuela,LW,65
Gabri Martínez,Spain,RM,65
Luca Martínez Dupuy,Mexico,ST,65
Carlos Martínez,Spain,ST,65
Pietro Martino,Italy,LB,65
John Mary,Cameroon,ST,65
Mascarenhas,Brazil,LB,65
Igor Matanović,Germany,ST,65
Jay Matete,England,CM,65
Patricio Matricardi,Argentina,CB,65
Tashreeq Matthews,South Africa,LW,65
Alan Matturro,Uruguay,CB,65
Chris Mavinga,Congo DR,CB,65
Adam May,England,CDM,65
Dylan Mbayo,Belgium,RM,65
Conor McCarthy,Republic of Ireland,CB,65
Aaron McEneff,Republic of Ireland,CM,65
Jamie McGrath,Republic of Ireland,CM,65
Marcus McGuane,England,CDM,65
Tommy McNamara,United States,CM,65
Shaun McWilliams,England,CDM,65
Mexx Meerdink,Holland,ST,65
Nayel Mehssatou,Chile,CDM,65
Aaron Meijers,Holland,LB,65
Álvaro Meléndez,Colombia,RM,65
Aleksander Melgalvis,Norway,RWB,65
Kyrylo Melichenko,Ukraine,RB,65
Nacho Méndez,Spain,CM,65
Kevin Mensah,Denmark,LB,65
Juan Mercado,Bolivia,CDM,65
Patrik Mercado,Ecuador,CAM,65
George Merloi,Romania,RM,65
Andrea Meroni,Italy,CB,65
Tayeb Meziani,Algeria,RM,65
Benji Michel,United States,LM,65
Tommaso Milanese,Italy,CM,65
Matt Millar,Australia,RB,65
Mato Miloš,Croatia,RM,65
Deni Milošević,Bosnia and Herzegovina,CAM,65
Alan Minda,Ecuador,LM,65
Pablo Minissale,Argentina,CB,65
Yankuba Minteh,Gambia,RW,65
Andrei Miron,Romania,CB,65
Alex Mitchell,England,CB,65
Manny Monthé,Cameroon,CB,65
Lautaro Montoya,Argentina,LB,65
Lewis Montsma,Holland,CB,65
Taylor Moore,England,CB,65
Morelatto,Brazil,CM,65
Alex Moreno Paz,Colombia,CB,65
Ziv Morgan,Israel,LB,65
Mortimer,Spain,RW,65
Vitinho,Brazil,CM,65
Chuca,Spain,CAM,65
Sebastian Mrowca,Poland,CB,65
François Mughe,Cameroon,RM,65
Paul Omo Mukairu,Nigeria,LW,65
Romaine Mundle,England,LM,65
Andrés Murillo,Colombia,CB,65
Gonzalo Muscia,Argentina,CM,65
Alen Mustafić,Bosnia and Herzegovina,CM,65
Marlon Suliman Mustapha,Austria,ST,65
Gabriel Mutombo,France,CB,65
Felix Horn Myhre,Norway,CM,65
Jean N'Guessan,Côte d'Ivoire,CM,65
Nicolai Næss,Norway,CB,65
Yehor Nazaryna,Ukraine,CM,65
Logan Ndenbe,Belgium,LB,65
Radu Negru,Romania,RB,65
Adam Nemec,Slovakia,ST,65
András Németh,Hungary,ST,65
Nahom Girmai Netabay,Sweden,CM,65
Sam Nicholson,Scotland,LM,65
Hans Nicolussi Caviglia,Italy,CM,65
Jonas Nietfeld,Germany,CB,65
Sven Nieuwpoort,Holland,CB,65
David Noboa,Ecuador,CDM,65
Michael Novak,Austria,RWB,65
Isaac Nuhu,Ghana,ST,65
George Nurse,England,LWB,65
Eoghan O'Connell,Republic of Ireland,CB,65
Corey O'Keeffe,Republic of Ireland,RWB,65
Brandon O'Neill,Australia,CDM,65
Răzvan Oaidă,Romania,CM,65
Dorinel Oancea,Romania,RB,65
Agustín Obando,Argentina,LM,65
Obrador,Spain,LB,65
Yutaro Oda,Japan,RM,65
Tim Oermann,Germany,CB,65
Chinonso Offor,Nigeria,ST,65
Connor Ogilvie,England,LB,65
Sebastian Ohlsson,Sweden,RB,65
Sheyi Ojo,England,RM,65
Davíð Kristján Ólafsson,Iceland,LB,65
Stefano Olaya,Peru,LM,65
Wenderson,Brazil,CM,65
Patrick Olsen,Denmark,CM,65
Freddy Oncoy,Peru,CDM,65
Gaël Ondoua,Cameroon,CDM,65
Nathan Opoku,Ghana,ST,65
Fredrik Oppegård,Norway,LB,65
Sakarias Opsahl,Norway,CM,65
Dominik Oroz,Croatia,CB,65
Alexander Oroz,Chile,RW,65
Michael Ortega,Colombia,CAM,65
Jacob Ortmark,Sweden,CM,65
Tomáš Ostrák,Czech Republic,RM,65
Anas Ouahim,Morocco,CAM,65
Yassin Oukili,Morocco,CM,65
Bryan Oviedo,Costa Rica,LB,65
Leonard Owusu,Ghana,CDM,65
Leeroy Owusu,Holland,RB,65
Deabeas Owusu-Sekyere,Holland,LM,65
Yusuf Özdemir,Turkey,LB,65
Bahadır Öztürk,Turkey,CB,65
Guillermo Pacheco,Chile,RB,65
Dani Pacheco,Spain,LM,65
Guillermo Paiva,Paraguay,ST,65
Brahian Palacios,Colombia,RM,65
Murat Paluli,Turkey,RB,65
Paul Papp,Romania,CB,65
Marcelo Paredes,Paraguay,CDM,65
Vittorio Parigini,Italy,RM,65
Issouf Paro,Burkina Faso,CB,65
Callum Paterson,Scotland,ST,65
Jack Payne,England,CM,65
Halil İbrahim Pehlivan,Turkey,LB,65
Álvaro Peña,Spain,CM,65
Héber Pena,Spain,RM,65
James Penrice,Scotland,LB,65
Serginho,Portugal,RW,65
Romário,Brazil,CM,65
Francisco Perruzzi,Argentina,CDM,65
Stefano Pettinari,Italy,ST,65
Álex Petxa,Spain,RB,65
Franz Pfanne,Germany,CDM,65
Piao Cheng,China PR,CM,65
Balthazar Pierret,France,CDM,65
Juan Pablo Pignani,Argentina,CB,65
Mauricio Pineda,United States,CDM,65
Mitch Pinnock,England,RM,65
Damián Pizarro,Chile,ST,65
Peter Pokorný,Slovakia,CDM,65
Dennis Politic,Romania,LW,65
Joaquín Pombo,Argentina,CB,65
Facundo Pons,Argentina,ST,65
Simone Pontisso,Italy,CM,65
Rareș Pop,Romania,RM,65
Daniel Popa,Romania,ST,65
Doru Popadiuc,Romania,CAM,65
Danny Post,Holland,CDM,65
Rico Preißinger,Germany,CDM,65
Dominik Prokop,Austria,CAM,65
Rubén Pulido,Spain,CB,65
Arkadiusz Pyrka,Poland,RB,65
Mergim Qarri,Switzerland,CAM,65
Joshué Quiñonez,Ecuador,CB,65
Hugo Quintana,Paraguay,CM,65
Jairo Quinteros,Bolivia,CB,65
Haris Radetinac,Serbia,RW,65
Lorenzo Rajot,France,CM,65
Mileta Rajovic,Denmark,ST,65
Alejandro Ramírez,Peru,LM,65
Samir Ramizi,Kosovo,CM,65
Calvin Ramsay,Scotland,RWB,65
Lars Mogstad Ranger,Norway,RWB,65
Martin Regáli,Slovakia,LM,65
Max Reinthaler,Italy,CB,65
Rocco Reitz,Germany,CM,65
Martin Remacle,Belgium,CM,65
Torben Rhein,Germany,CM,65
Julian Riedel,Germany,CB,65
Dante Rigo,Belgium,CDM,65
Rim Chang Woo,Korea Republic,CB,65
Lautaro Ríos,Argentina,CM,65
Marvin Rittmüller,Germany,RWB,65
Juan Daniel Roa,Colombia,CM,65
Haydon Roberts,England,LB,65
Yohan Roche,Benin,CB,65
Gabriel,Brazil,RB,65
Facundo Rodríguez,Uruguay,RM,65
Gregorio Rodríguez,Argentina,RM,65
Memo Rodriguez,United States,CM,65
Godfried Roemeratoe,Curaçao,CDM,65
Merlin Röhl,Germany,CM,65
Marcel Rømer,Denmark,CDM,65
Luis Romero,Ecuador,CB,65
Matías Romero,Argentina,CM,65
Manuel Romero,Paraguay,CB,65
Carlos Romero,Spain,LB,65
Maurides,Brazil,ST,65
Lindsay Rose,Mauritius,CB,65
Anthony Rosell,Peru,LB,65
Oriol Rosell,Spain,CDM,65
Maciej Rosołek,Poland,ST,65
Jean Pierre Rosso,Uruguay,CM,65
Sigurd Rosted,Norway,CB,65
Neluț Roșu,Romania,CM,65
Tom Rothe,Germany,LWB,65
Paolo Rozzio,Italy,CB,65
Jack Rudoni,England,CAM,65
Josh Ruffels,England,LB,65
Gabrijel Rukavina,Croatia,LW,65
Besard Sabovic,Sweden,CDM,65
Pavol Šafranko,Slovakia,ST,65
Kike Salas,Spain,CB,65
Andrés Salazar,Colombia,LB,65
Alan Saldivia,Uruguay,CB,65
David Sambissa,Gabon,RW,65
Edi Semedo,Portugal,RM,65
Renzo Sanchez,Uruguay,RW,65
Jordi Sánchez,Spain,ST,65
Rafael Santos,Brazil,CB,65
Bruno Leite,Cape Verde Islands,CM,65
Álvaro Sanz,Spain,CM,65
Anthony Sauthier,Switzerland,RB,65
Dominik Schad,Germany,RWB,65
Manuel Schäffler,Germany,ST,65
Anthony Schmid,Austria,ST,65
Isaac Schmidt,Switzerland,LB,65
Sam Schreck,Germany,CM,65
Eduardo Brock,Brazil,CB,65
Crivellaro,Brazil,CAM,65
Kofi Schulz,Germany,LB,65
Pascal Schürpf,Switzerland,LM,65
Anthony Scully,Republic of Ireland,LM,65
Edson Seidou,France,LWB,65
Marvin Senaya,France,RWB,65
Kaly Sène,Senegal,ST,65
Mateo Seoane,Argentina,CM,65
Nelson Sepúlveda,Chile,CM,65
Liam Sercombe,England,CM,65
Josh Sheehan,Wales,CM,65
Andrew Shinnie,Scotland,CM,65
Louie Sibley,England,CAM,65
Arne Sicker,Germany,LB,65
Niko Sigur,Croatia,RB,65
Sebastián Silva,Chile,CB,65
Fábio Nunes,Portugal,LM,65
Samuel Silvera,Australia,LM,65
Gabriel Simion,Romania,CDM,65
Tyreece Simpson,England,ST,65
Mario Šitum,Croatia,RM,65
Maxime Sivis,France,RB,65
Simon Skrabb,Finland,RW,65
Callum Slattery,England,CDM,65
Petar Slišković,Croatia,ST,65
Richard Smallwood,England,CDM,65
Nathan Smith,England,CB,65
Brad Smith,Australia,LM,65
Artur Sobiech,Poland,ST,65
Alexander Søderlund,Norway,ST,65
Simon Sohm,Switzerland,CDM,65
Markus Solbakken,Norway,CM,65
Sven Sonnenberg,Germany,CB,65
Oliver Sørensen,Denmark,CM,65
Bent Sørmo,Norway,CB,65
Andrés Souper,Chile,CAM,65
Samuel Souprayen,France,CB,65
Verdasca,Portugal,CB,65
Agostino Spina,Argentina,CDM,65
Blair Spittal,Scotland,CAM,65
Florin Ștefan,Romania,LB,65
Phillipp Steinhart,Germany,LB,65
Michael Steinwender,Austria,CB,65
Lewis Stevenson,Scotland,LB,65
Cole Stockton,England,ST,65
Ionuț Stoica,Romania,CB,65
Paweł Stolarski,Poland,RB,65
Petar Sučić,Bosnia and Herzegovina,CM,65
Lukas Sulzbacher,Austria,CM,65
Patrick Sutter,Switzerland,RB,65
Tobias Svendsen,Norway,LM,65
Marin Šverko,Croatia,CB,65
Martin Šviderský,Slovakia,CDM,65
Dan Sweeney,England,CB,65
Kajetan Szmyt,Poland,RM,65
Przemysław Szymiński,Poland,CB,65
Ulrich Taffertshofer,Germany,CDM,65
Waniss Taïbi,France,CM,65
Atomu Tanaka,Japan,CAM,65
Harald Nilsen Tangen,Norway,CAM,65
Scott Tanser,England,LWB,65
Varol Tasar,Germany,RM,65
Jair,Brazil,CM,65
Connor Taylor,England,CB,65
Berkan Taz,Germany,CAM,65
Enzo Tchato,Cameroon,RB,65
Warren Tchimbembé,Congo,CM,65
Ernest Terpiłowski,Poland,RM,65
Dimitrios Theodorou,Cyprus,RW,65
Maximilian Thiel,Germany,LM,65
Terell Thomas,St. Lucia,CB,65
Ben Thompson,England,CAM,65
Nathan Thompson,England,RWB,65
Simon Tibbling,Sweden,LM,65
Dániel Tiefenbach,Hungary,CDM,65
Bogdan Țîru,Romania,CB,65
Eoin Toal,Northern Ireland,CB,65
Kristoffer Tønnessen,Norway,LWB,65
Victor Torp,Denmark,CAM,65
Jhojan Torres,Colombia,CDM,65
Mamadou Tounkara,France,CB,65
Ibou Touray,Gambia,LWB,65
Ryley Towler,England,CB,65
Mason Toye,United States,ST,65
Kai Trewin,Australia,CDM,65
Nectarios Triantis,Australia,CB,65
Keigo Tsunemoto,Japan,RB,65
Aldin Turkeš,Bosnia and Herzegovina,ST,65
Jordan Turnbull,England,CB,65
Alexander Ruud Tveter,Norway,ST,65
Calvin Twigt,Holland,CM,65
Nahuel Ulariaga,Argentina,ST,65
Bjørn Inge Utvik,Norway,CB,65
Jhojan Valencia,Colombia,CDM,65
Zarek Valentin,Puerto Rico,RB,65
Gabriel Valverde,Bolivia,CB,65
Amourricho van Axel Dongen,Holland,LW,65
Damian van Bruggen,Holland,CB,65
Davy van den Berg,Holland,LM,65
Mike van Duinen,Holland,ST,65
Jannes Van Hecke,Belgium,RB,65
Syb van Ottele,Holland,CB,65
Apostolos Vellios,Greece,ST,65
Calvin Verdonk,Holland,CB,65
Wilder Viera,Paraguay,CDM,65
Christian Viet,Germany,RM,65
Samuele Vignato,Italy,CF,65
Vilarrasa,Spain,LB,65
Gabriel Villamíl,Bolivia,CM,65
Matty Virtue,England,CM,65
Rémy Vita,Madagascar,LB,65
Dario Vizinger,Croatia,ST,65
Shkelqim Vladi,Kosovo,ST,65
